常用频道,#genre#
Shop Channel TV5,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8
咪咕Y+剧场,http://hms3651nc240980280860110b0000000000000021.live.aikan.miguvideo.com:80/PLTV/88888888/224/3221230226/1.m3u8?tenantId=8601&accountinfo=~~V2.0~SSxnh2gPZaV_9wZMz86ofwc38bf04ecfc078f584095a9c6e91b9e1~3twbaBwUaqzfkJ5qW9C0gp1C11OJXhanim-P8XrfoHFX-jV3R0FL2wbo-VR8pOhzd5938d01ed8f640cebb709a281e7b1d3~ExtInfo9W1qynAo8QtSBzK-JlHBbQ3bb1f3410d135b117fdf58086980a86d:20240603131532:UTC,c864060416ccf5986b3e5940417477879245774,117.148.130.144,20240603131532,4444444684,c864060416ccf5986b3e5940417477879245774,-1,0,1,,,2,1000000201,,,2,23,0,241,9ec0a2dcdcfd4259318d50a38cde552c,,,1,1,140151867,END&fbl=

CCTV央视,#genre#
CCTV1综合,http://118.122.144.115:8888/newlive/live/hls/1/live.m3u8
CCTV2财经,http://118.122.144.115:8888/newlive/live/hls/2/live.m3u8
CCTV3综艺,http://118.122.144.115:8888/newlive/live/hls/3/live.m3u8
CCTV4中文国际,http://118.122.144.115:8888/newlive/live/hls/4/live.m3u8
CCTV5体育,http://118.122.144.115:8888/newlive/live/hls/5/live.m3u8
CCTV5+体育赛事,http://118.122.144.115:8888/newlive/live/hls/16/live.m3u8
CCTV6电影,http://118.122.144.115:8888/newlive/live/hls/6/live.m3u8
CCTV7国防军事,http://118.122.144.115:8888/newlive/live/hls/7/live.m3u8
CCTV8电视剧,http://118.122.144.115:8888/newlive/live/hls/8/live.m3u8
CCTV9纪录,http://118.122.144.115:8888/newlive/live/hls/9/live.m3u8
CCTV10科教,http://118.122.144.115:8888/newlive/live/hls/10/live.m3u8
CCTV11戏曲,http://118.122.144.115:8888/newlive/live/hls/11/live.m3u8
CCTV12社会与法,http://118.122.144.115:8888/newlive/live/hls/12/live.m3u8
CCTV13新闻,http://118.122.144.115:8888/newlive/live/hls/13/live.m3u8
CCTV14少儿,http://118.122.144.115:8888/newlive/live/hls/14/live.m3u8
CCTV15音乐,http://118.122.144.115:8888/newlive/live/hls/15/live.m3u8
CCTV17农业农村,http://118.122.144.115:8888/newlive/live/hls/17/live.m3u8

地方卫视,#genre#
华数影视,http://118.122.144.115:8888/newlive/live/hls/38/live.m3u8
BesTV影视,http://118.122.144.115:8888/newlive/live/hls/39/live.m3u8
四川卫视,http://118.122.144.115:8888/newlive/live/hls/18/live.m3u8
湖南卫视,http://118.122.144.115:8888/newlive/live/hls/19/live.m3u8
江苏卫视,http://118.122.144.115:8888/newlive/live/hls/20/live.m3u8
浙江卫视,http://118.122.144.115:8888/newlive/live/hls/21/live.m3u8
东方卫视,http://118.122.144.115:8888/newlive/live/hls/22/live.m3u8
北京卫视,http://118.122.144.115:8888/newlive/live/hls/23/live.m3u8
江西卫视,http://118.122.144.115:8888/newlive/live/hls/24/live.m3u8
东南卫视,http://118.122.144.115:8888/newlive/live/hls/25/live.m3u8
重庆卫视,http://118.122.144.115:8888/newlive/live/hls/26/live.m3u8
贵州卫视,http://118.122.144.115:8888/newlive/live/hls/27/live.m3u8
湖北卫视,http://118.122.144.115:8888/newlive/live/hls/28/live.m3u8
安徽卫视,http://118.122.144.115:8888/newlive/live/hls/29/live.m3u8
河南卫视,http://118.122.144.115:8888/newlive/live/hls/30/live.m3u8
广东卫视,http://118.122.144.115:8888/newlive/live/hls/31/live.m3u8
深圳卫视,http://118.122.144.115:8888/newlive/live/hls/33/live.m3u8
SCTV-1峨眉电影,http://118.122.144.115:8888/newlive/live/hls/32/live.m3u8
SCTV-3文化旅游,http://118.122.144.115:8888/newlive/live/hls/34/live.m3u8
SCTV-3文化旅游,http://118.122.144.115:8888/newlive/live/hls/35/live.m3u8
SCTV-9乡村,http://118.122.144.115:8888/newlive/live/hls/36/live.m3u8
金鹰卡通,http://118.122.144.115:8888/newlive/live/hls/40/live.m3u8
乡村频道,http://118.122.144.115:8888/newlive/live/hls/41/live.m3u8
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPD.m3u8
广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8?zsicd
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8?zzhongqd
金川乡村,http://139.203.180.9:90/live/jcxc.m3u8
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd
金川新闻综合,http://139.203.180.9:90/live/zhxw.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
乐至综合,http://175.155.106.72:89/live1/live1.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed?
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
雅安新闻综合,https://play.yunxya.com/channellive/xinwen.m3u8

rtmp协议央卫视直播,#genre#
cctv1,rtmp://39.108.129.193:1935/cctv1/1sao
cctv2,rtmp://39.108.129.193:1935/cv2/mx6o_cv2
cctv3,rtmp://39.108.129.193:1935/cv3/yxz4_cv3
cctv4,rtmp://39.108.129.193:1935/cv4/3wqo_cv4
cctv5,rtmp://39.108.129.193:1935/cv5/6mio_cv5
cctv6,rtmp://39.108.129.193:1935/cv6/re68_cv6
cctv7,rtmp://39.108.129.193:1935/cv7/n6v4_cv7
cctv8,rtmp://39.108.129.193:1935/cv8/rreo_cv8
cctv9,rtmp://39.108.129.193:1935/cv9/jr0g_cv9
cctv10,rtmp://39.108.129.193:1935/cv10/3fy8_cv10
cctv11,rtmp://39.108.129.193:1935/cv11/gjnk_cv11
cctv12,rtmp://39.108.129.193:1935/cv12/m8w0_cv12
cctv13,rtmp://39.108.129.193:1935/cv13/qa9s_cv13
cctv14,rtmp://39.108.129.193:1935/cv14/16rk_cv14
cctv15,rtmp://39.108.129.193:1935/cv15/zvk0_cv15
广东卫视,rtmp://39.108.129.193:1935/gdws/ia9s_gdws
湖南卫视,rtmp://39.108.129.193:1935/hnws/nz40_hnws
东方卫视,rtmp://39.108.129.193:1935/dfws/6um8_dfws
河南卫视,rtmp://39.108.129.193:1935/henan/zam8_henan
江苏卫视,rtmp://39.108.129.193:1935/jsws/5f9c_jsws
浙江卫视,rtmp://39.108.129.193:1935/zjws/ocqo_zjws
北京卫视,rtmp://39.108.129.193:1935/beijing/ys8w_beijing
山东卫视,rtmp://39.108.129.193:1935/shandong/1qww_shandong
辽宁卫视,rtmp://39.108.129.193:1935/liaoning/k2v4_liaoning
CCTV-5体育,rtmp://ayrtsocndali.v.myalicdn.com/ayocnd/aoyuncctv5_2pd
CCTV-5+体育赛事,rtmp://ayrtsocndali.v.myalicdn.com/ayocnd/aoyuncctv5plus_2pd
CCTV-16奥林匹克,rtmp://ayrtsocndali.v.myalicdn.com/ayocnd/4kcctv16_2pd
东森超视,rtmp://f13h.mine.nu/sat/tv331
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来体育,rtmp://f13h.mine.nu/sat/tv721
DAZN-1,rtmp://f13h.mine.nu/sat/tv731
DAZN-2,rtmp://f13h.mine.nu/sat/tv741
MoMoTV,rtmp://f13h.mine.nu/sat/tv761
台视,rtmp://f13h.mine.nu/sat/tv071
华视,rtmp://f13h.mine.nu/sat/tv111
中视,rtmp://f13h.mine.nu/sat/tv091
民视,rtmp://f13h.mine.nu/sat/tv051
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
经典频道,#genre#
星爷台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342412
英叔台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342421
发哥台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342387
成龙台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342386
王晶台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602058
漫威台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602034
宇宙台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342428
怪兽台,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059577
武侠台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342427
罪犯台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352962
枪战台,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059579
赛车台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11279247
热血台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352934
盗墓台,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059552
贺岁台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601971
喜剧台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352877
港片台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602043
国产台,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352973
数字频道,#genre#
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
江苏电信,#genre#
CCTV1综合,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.19:9614
CCTV2财经,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.50:9802
CCTV3综艺,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.74:8000
CCTV4国际,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.51:9806
CCTV5体育,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.75:8000
CCTV6电影,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.76:8000
CCTV7国防军事,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.126:8000
CCTV8电视剧,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.77:8000
CCTV9纪录,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.53:9814
CCTV10科教,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.54:9818
CCTV11戏曲,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.127:8000
CCTV12法制,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.55:9822
CCTV13新闻,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.109:8000
CCTV14少儿,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.56:9826
CCTV15音乐,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.128:8000
CCTV16奥林匹克,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.31:8000
CCTV17农业农村,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.52:9810
CCTV5+体育赛事,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.18:9610
江苏卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.16:9602
江苏城市HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.107:8000
江苏综艺HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.108:8000
江苏体育休闲HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.117:8000
江苏影视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.118:8000
优漫卡通HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.119:8000
江苏新闻HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.120:8000
江苏教育HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.122:8000
广西卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.10:8000
天津卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.35:8620
浙江卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.20:9618
重庆卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.57:9830
辽宁卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.48:8000
海南卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.83:8000
四川卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.110:8000
江西卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.111:8000
东南卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.112:8000
吉林卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.113:8000
河北卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.114:8000
东方卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.17:9606
北京卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.11:9414
湖南卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.12:9418
广东卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.13:9422
黑龙江卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.14:9426
深圳卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.15:9430
云南卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.177:8000
山东卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.7:9306
CETV1HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.115:8000
贵州卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.49:8000
安徽卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.80:8000
湖北卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.8:9632
CETV4HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.125:8000
河南卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.29:8000
三沙卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.167:8000
甘肃卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.250:8000
青海卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.81:8000
金鹰纪实HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.79:8000
山西卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.55:8000
西藏卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.56:8000
新疆卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.57:8000
兵团卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.58:8000
宁夏卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.60:8000
金鹰卡通HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.8.33:8000
中国天气HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.94:8000
东方财经HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.95:8000
法治天地HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.96:8000
生活时尚HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.97:8000
都市剧场HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.99:8000
内蒙古卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.75:8000
陕西卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.74:8000
江苏国际HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.81:8000
卡酷少儿HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.148:8000
山东教育卫视HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.252:8000
江苏卫视4KSDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.61:8000
北京卫视4KSDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.42:8000
浙江卫视4KSDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.63:8000
四川卫视4KSDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.65:8000
湖南卫视4KSDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.67:8000
东方卫视4KSDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.69:8000
山东卫视4KSDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.71:8000
江苏卫视4KHDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.62:8000
深圳卫视4KHDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.28:8000
北京卫视4KHDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.253:8000
CCTV164KSDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.109:8000
广东卫视4KHDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.26:8000
CCTV4K,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.82:8000
深圳卫视4KSDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.27:8000
广东卫视4KSDR,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.1.24:8000
央广购物HD,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.39:8000

酒店源,#genre#
CCTV-1,http://180.165.12.42:50001/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://180.165.12.42:50001/tsfile/live/0001_3.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://180.165.12.42:50001/tsfile/live/0001_5.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://180.165.12.42:50001/tsfile/live/0001_6.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://180.165.12.42:50001/tsfile/live/0001_7.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://180.165.12.42:50001/tsfile/live/0001_10.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://180.165.12.42:50001/tsfile/live/0001_11.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://180.165.12.42:50001/tsfile/live/0001_12.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://180.165.12.42:50001/tsfile/live/0001_13.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://180.165.12.42:50001/tsfile/live/0001_14.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://180.165.12.42:50001/tsfile/live/0001_15.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://180.165.12.42:50001/tsfile/live/0001_16.m3u8?key=txiptv&playlive=1&authid=0
新闻综合,http://180.165.12.42:50001/tsfile/live/0001_17.m3u8?key=txiptv&playlive=1&authid=0
上海都市,http://180.165.12.42:50001/tsfile/live/0001_18.m3u8?key=txiptv&playlive=1&authid=0
东方影视,http://180.165.12.42:50001/tsfile/live/0001_19.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://180.165.12.42:50001/tsfile/live/0001_20.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://180.165.12.42:50001/tsfile/live/0001_21.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://180.165.12.42:50001/tsfile/live/0001_22.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://180.165.12.42:50001/tsfile/live/0001_23.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://180.165.12.42:50001/tsfile/live/0001_24.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://180.165.12.42:50001/tsfile/live/0001_25.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://180.165.12.42:50001/tsfile/live/0001_26.m3u8?key=txiptv&playlive=1&authid=0
都市剧场,http://180.165.12.42:50001/tsfile/live/0001_28.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://180.165.12.42:50001/tsfile/live/0001_29.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://180.165.12.42:50001/tsfile/live/0001_31.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://180.165.12.42:50001/tsfile/live/0001_32.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://180.165.12.42:50001/tsfile/live/0001_33.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://180.165.12.42:50001/tsfile/live/0001_34.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://180.165.12.42:50001/tsfile/live/0001_35.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://180.165.12.42:50001/tsfile/live/0001_36.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://180.165.12.42:50001/tsfile/live/0001_37.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://180.165.12.42:50001/tsfile/live/0001_38.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://180.165.12.42:50001/tsfile/live/0001_39.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://180.165.12.42:50001/tsfile/live/0001_40.m3u8?key=txiptv&playlive=1&authid=0
五星体育,http://180.165.12.42:50001/tsfile/live/0001_41.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://180.165.12.42:50001/tsfile/live/0001_42.m3u8?key=txiptv&playlive=1&authid=0
第一财经,http://180.165.12.42:50001/tsfile/live/0001_43.m3u8?key=txiptv&playlive=1&authid=0
乐游,http://180.165.12.42:50001/tsfile/live/0001_44.m3u8?key=txiptv&playlive=1&authid=0

四川源,#genre#
iHOT爱体育,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.143:5140
iHOT爱动漫,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.141:5140
iHOT爱历史,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.135:5140
iHOT爱喜剧,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.129:5140
iHOT爱喜剧,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.2.71:5140
iHOT爱奇谈,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.130:5140
iHOT爱幼教,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.139:5140
iHOT爱悬疑,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.136:5140
iHOT爱旅行,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.137:5140
iHOT爱浪漫,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.128:5140
iHOT爱玩具,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.140:5140
iHOT爱科幻,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.131:5140
iHOT爱谍战,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.134:5140
iHOT爱赛车,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.144:5140
iHOT爱院线,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.132:5140
CHC影迷电影,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.174:5140
CHC家庭影院,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.173:5140
CHC动作电影,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.175:5140
梨园频道,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.16:5140
天元围棋,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.152:5140
法治天地,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.166:5140
游戏风云,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.46:5140
茶频道,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.154:5140
金色学堂,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.165:5140
金鹰纪实,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.1:5140
环球旅游,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.147:5140
快乐垂钓,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.153:5140
生活时尚,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.146:5140
中国交通,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.87:5140
中国天气,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.167:5140
乐游,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.164:5140
动漫秀场,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.171:5140
凤凰中文,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.2.51:5140
凤凰中文,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.2.52:5140
凤凰资讯,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.2.49:5140
凤凰资讯,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.2.50:5140
北京纪实科教,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.109:5140
东方财经,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.59:5140
都市剧场,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.1.133:5140
乐山综合,http://sc-zb-dx.sohu.blog:9008/rtp/239.94.0.162:5140
